artist,song,lyrics,input_text
Michael Jackson,Never Can Say Goodbye,Never can say goodbyeNo no no noNever can say goodbyeEven though the pain and heartacheSeems to follow me wherever I goThough I try and try to hide my feelingsThey always seem to showThen you try to say you're leaving meAnd I always have to say noTell me why is it soThat I never can say goodbyeNo no no noNever can say goodbyeEvery time I think I've had enoughI start heading for the doorThere's a very strange vibrationThat passes me right through the coreIt says  Turn around  you foolYou know you'll love her more and moreTell me why is it soDon't wanna let you goI never can say goodbyeOo oo  babyI never can say goodbyeNo no noNo no no  ooOh  I never can say goodbyeOo oo  I never can say goodbyeNo no noNo no no  ooNever can say goodbyeNo no no noNever can say goodbyeI keep thinkin' that our problemsSoon are all gonna work outBut there's that same unhappy feelingAnd there's that anguish  there's that doubtIt's that same old  'Did you hang up?Can't do with you all the time'Tell me why is it soDon't wanna let you goI never can say goodbye  girlOo oo  babyI never can say goodbyeNo no noNo no no  ooOh  I'm never gonna say you goodbye  girlOo ho  I'm never gonna say you goodbyeNo no noNo no no  ooOh no  I'm never gonna say you goodbye  girlOo oo  baby  I'm never gonna say you goodbyeNo no noNo no no  oo oo,Never Can Say Goodbye Never can say goodbyeNo no no noNever can say goodbyeEven though the pain and heartacheSeems to follow me wherever I goThough I try and try to hide my feelingsThey always seem to showThen you try to say you're leaving meAnd I always have to say noTell me why is it soThat I never can say goodbyeNo no no noNever can say goodbyeEvery time I think I've had enoughI start heading for the doorThere's a very strange vibrationThat passes me right through the coreIt says  Turn around  you foolYou know you'll love her more and moreTell me why is it soDon't wanna let you goI never can say goodbyeOo oo  babyI never can say goodbyeNo no noNo no no  ooOh  I never can say goodbyeOo oo  I never can say goodbyeNo no noNo no no  ooNever can say goodbyeNo no no noNever can say goodbyeI keep thinkin' that our problemsSoon are all gonna work outBut there's that same unhappy feelingAnd there's that anguish  there's that doubtIt's that same old  'Did you hang up?Can't do with you all the time'Tell me why is it soDon't wanna let you goI never can say goodbye  girlOo oo  babyI never can say goodbyeNo no noNo no no  ooOh  I'm never gonna say you goodbye  girlOo ho  I'm never gonna say you goodbyeNo no noNo no no  ooOh no  I'm never gonna say you goodbye  girlOo oo  baby  I'm never gonna say you goodbyeNo no noNo no no  oo oo
Bob Marley,One Love,One love! One heart! Let's get together and I'll feel alright Hear the Children Crying One Love!! Hear the Children CryingOne Heart!! SAYING Give THANKS and PRAISE to the LORD And I will Feel Alright SAYING Let's get TOGETHER And Feel Alright (Wo - Wo - Wo- Wo!!)˜ Now let them all pass all their dirty remarks (one love) There is one question I'd really like to ask (one soul)  Is there a place for the hopeless sinner who has hurt all mankind just to save the soul?˜ One love! What about the One Heart?? ONE HEART! What about the - Let's get TOGETHER and Feel AlrightAs it was in the beginning (ONE HEART)So Shall be it in the End (ONE HEART) Alright Give THANKS and PRAISE to the LORD andI will Fell Alright Let's get TOGETHER and Feel Alright One more thing,One Love One love! One heart! Let's get together and I'll feel alright Hear the Children Crying One Love!! Hear the Children CryingOne Heart!! SAYING Give THANKS and PRAISE to the LORD And I will Feel Alright SAYING Let's get TOGETHER And Feel Alright (Wo - Wo - Wo- Wo!!)˜ Now let them all pass all their dirty remarks (one love) There is one question I'd really like to ask (one soul)  Is there a place for the hopeless sinner who has hurt all mankind just to save the soul?˜ One love! What about the One Heart?? ONE HEART! What about the - Let's get TOGETHER and Feel AlrightAs it was in the beginning (ONE HEART)So Shall be it in the End (ONE HEART) Alright Give THANKS and PRAISE to the LORD andI will Fell Alright Let's get TOGETHER and Feel Alright One more thing
Bob Marley,Redemption Song, Old pirates  yes  they rob ISold I to the merchant shipsMinutes a er they took IFrom the bottomless pitBut my hand was made strongBy the hand of the AlmightyWe forward in this generationTriumphantly Won't you help to singThese songs of freedom?'Cause all I ever haveRedemption songsRedemption songs  Emancipate yourselves from mental slaveryNone but ourselves can free our mindsHave no fear for atomic energy'Cause none of them can stop the timeHow long shall they kill our prophetsWhile we stand aside and look?Ooh  some say it's just a part of itWe've got to fulfill the book,Redemption Song  Old pirates  yes  they rob ISold I to the merchant shipsMinutes a er they took IFrom the bottomless pitBut my hand was made strongBy the hand of the AlmightyWe forward in this generationTriumphantly Won't you help to singThese songs of freedom?'Cause all I ever haveRedemption songsRedemption songs  Emancipate yourselves from mental slaveryNone but ourselves can free our mindsHave no fear for atomic energy'Cause none of them can stop the timeHow long shall they kill our prophetsWhile we stand aside and look?Ooh  some say it's just a part of itWe've got to fulfill the book
Bob Marley,No Woman  No Cry, No  woman  no cryNo  woman  no cryNo  woman  no cryNo  woman  no cry 'Cause  'cause  'cause I remember when we used to sitIn the government yard in TrenchtownOba  observing the hypocrites  yeahMingle with the good people we meet  yeahGood friends we have had  oh  good friends we've lost along the way  yeahIn this great future you can't forget your pastSo dry your tears I say  yeah No  woman  no cryNo  woman  no cry  eh  yeahLittle darling don't shed no tearsNo  woman  no cry  Eh  said  said  said I remember when we used to sitIn the government yard in Trenchtown  yeahAnd then Georgie would make the fire light  I sayA log wood burning through the nightThen we would cook corn meal porridge  I sayOf which I'll share with you  yeahMy feet is my only carriageAnd so I've got to push on throughBut while I'm gone,No Woman  No Cry  No  woman  no cryNo  woman  no cryNo  woman  no cryNo  woman  no cry 'Cause  'cause  'cause I remember when we used to sitIn the government yard in TrenchtownOba  observing the hypocrites  yeahMingle with the good people we meet  yeahGood friends we have had  oh  good friends we've lost along the way  yeahIn this great future you can't forget your pastSo dry your tears I say  yeah No  woman  no cryNo  woman  no cry  eh  yeahLittle darling don't shed no tearsNo  woman  no cry  Eh  said  said  said I remember when we used to sitIn the government yard in Trenchtown  yeahAnd then Georgie would make the fire light  I sayA log wood burning through the nightThen we would cook corn meal porridge  I sayOf which I'll share with you  yeahMy feet is my only carriageAnd so I've got to push on throughBut while I'm gone
Bob Marley,Three Little Birds,"Don't worry about a thing
'Cause every little thing is gonna be alright
Singing  Don't worry about a thing
'Cause every little thing is gonna be alright!

Rise up this morning  smiled with the rising sun
Three little birds pitch by my doorstep
Singing sweet songs of melodies pure and true
Saying  This is my message to you-ou-ou

Singing  Don't worry about a thing
'Cause every little thing is gonna be alright
Singing  Don't worry about a thing (Don't worry)
'Cause every little thing is gonna be alright!

Rise up this morning  smiled with the rising sun
Three little birds pitch by my doorstep
Singing sweet songs of melodies pure and true
Saying  This is my message to you-ou-ou

Singing  Don't worry about a thing (Worry about a thing  oh)
'Cause every little thing is gonna be alright (Don't worry)
Singing  Don't worry about a thing (I won't worry)
'Cause every little thing is gonna be alright!
Singing  Don't worry about a thing
'Cause every little thing is gonna be alright (I won't worry)
Singing  Don't worry about a thing
'Cause every little thing is gonna be alright!
Singing  Don't worry about a thing (Don't worry about a thing)
'Cause every little thing is gonna be alright","Three Little Birds Don't worry about a thing
'Cause every little thing is gonna be alright
Singing  Don't worry about a thing
'Cause every little thing is gonna be alright!

Rise up this morning  smiled with the rising sun
Three little birds pitch by my doorstep
Singing sweet songs of melodies pure and true
Saying  This is my message to you-ou-ou

Singing  Don't worry about a thing
'Cause every little thing is gonna be alright
Singing  Don't worry about a thing (Don't worry)
'Cause every little thing is gonna be alright!

Rise up this morning  smiled with the rising sun
Three little birds pitch by my doorstep
Singing sweet songs of melodies pure and true
Saying  This is my message to you-ou-ou

Singing  Don't worry about a thing (Worry about a thing  oh)
'Cause every little thing is gonna be alright (Don't worry)
Singing  Don't worry about a thing (I won't worry)
'Cause every little thing is gonna be alright!
Singing  Don't worry about a thing
'Cause every little thing is gonna be alright (I won't worry)
Singing  Don't worry about a thing
'Cause every little thing is gonna be alright!
Singing  Don't worry about a thing (Don't worry about a thing)
'Cause every little thing is gonna be alright"
Bob Marley,Buffalo Soldier, Buffalo soldier  dreadlocked rastaThere was a Buffalo Soldier in the heart of AmericaStolen from Africa  brought to AmericaFighting on arrival  fighting for survivalI mean it  when I analyse the stenchTo me it makes a lot of senseHow the dreadlocked rasta was a Buffalo Soldier  And he was taken from Africa  brought to AmericaFighting on arrival  fighting for survivalSaid it was a Buffalo Soldier  dreadlocked RastaBuffalo Soldier in the heart of America  If you know your historyThen you would know where you're coming fromThen you wouldn't have to ask meWho the 'eck do I think I am  4 I'm just a Buffalo Soldier in the heart of AmericaStolen from Africa  brought to AmericaSaid he was fighting on arrival  fighting for survivalSaid he was a Buffalo Soldier  in the war for America,Buffalo Soldier  Buffalo soldier  dreadlocked rastaThere was a Buffalo Soldier in the heart of AmericaStolen from Africa  brought to AmericaFighting on arrival  fighting for survivalI mean it  when I analyse the stenchTo me it makes a lot of senseHow the dreadlocked rasta was a Buffalo Soldier  And he was taken from Africa  brought to AmericaFighting on arrival  fighting for survivalSaid it was a Buffalo Soldier  dreadlocked RastaBuffalo Soldier in the heart of America  If you know your historyThen you would know where you're coming fromThen you wouldn't have to ask meWho the 'eck do I think I am  4 I'm just a Buffalo Soldier in the heart of AmericaStolen from Africa  brought to AmericaSaid he was fighting on arrival  fighting for survivalSaid he was a Buffalo Soldier  in the war for America
Bob Marley,Stir It Up,Bob Marley  Sarkodie Stir It UpLyrics Stir it up; little darlin'  stir it up. Come on  baby. Come on and stir it up little darlin'  stir it up. O-oh! Her body got my BP going up So I just charter a flight straight to Bahamas For honeymoon I've never done that before but I wanna just .... She gives it to me I give it to her she sits on me and I try to pamper her take my time with her   move my hand around her so my love ...She fulfill my fantasies   when we in the room I'm calm When she notice that I want it   she ask me do you want some ? I say eerm? Ok let mÐµ have a little bit I ain't nevÐµr getting rid of it The way you treat me got me feeling it Baby just come let's ..... Take me to places and show me how you fell in love with me All this loving got me going crazy but am asking you how can we .... Girl I believe in all the love you got for me Come let's pop some champagne and sip at the balcony Come let's stir it up Reminiscing how we fell in love Back and forth you give me I give you   give and take and it's fair enough All I wanna have to is your lovin' gWanna wake up next to you in the morning I can read it in your eyes that you want meI wanna just Come on and stir it up  little darlin'!Stir it up  come on  baby!Come on and stir it up  yeah!Little darlin'  stir it up! O-ohIt's been a long  long time  yeah!(Stir it  stir it  stir it together)Since I got you on my mind. (oh-oh-oh-oh) Oh-oh!Now you are here (stir it  stir it  stir it together)  I saidIt's so clearThere's so much we could do  baby  (oh-oh-oh-oh)Just me and youCome on and stir it up  little darlin'!Stir it up  come on  baby!Come on and stir it up  yeah!Little darlin'  stir it up! O-ohI'll push the wood (stir it  stir it  stir it together)  Then I blaze ya fire; Then I'll satisfy your heart's desire. (oh-oh-oh-oh) Said  I stir it every (stir it  stir it  stir it together)  Every minute  All you got to do  baby  (oh-oh-oh-oh) Is keep it in  eh,Stir It Up Bob Marley  Sarkodie Stir It UpLyrics Stir it up; little darlin'  stir it up. Come on  baby. Come on and stir it up little darlin'  stir it up. O-oh! Her body got my BP going up So I just charter a flight straight to Bahamas For honeymoon I've never done that before but I wanna just .... She gives it to me I give it to her she sits on me and I try to pamper her take my time with her   move my hand around her so my love ...She fulfill my fantasies   when we in the room I'm calm When she notice that I want it   she ask me do you want some ? I say eerm? Ok let mÐµ have a little bit I ain't nevÐµr getting rid of it The way you treat me got me feeling it Baby just come let's ..... Take me to places and show me how you fell in love with me All this loving got me going crazy but am asking you how can we .... Girl I believe in all the love you got for me Come let's pop some champagne and sip at the balcony Come let's stir it up Reminiscing how we fell in love Back and forth you give me I give you   give and take and it's fair enough All I wanna have to is your lovin' gWanna wake up next to you in the morning I can read it in your eyes that you want meI wanna just Come on and stir it up  little darlin'!Stir it up  come on  baby!Come on and stir it up  yeah!Little darlin'  stir it up! O-ohIt's been a long  long time  yeah!(Stir it  stir it  stir it together)Since I got you on my mind. (oh-oh-oh-oh) Oh-oh!Now you are here (stir it  stir it  stir it together)  I saidIt's so clearThere's so much we could do  baby  (oh-oh-oh-oh)Just me and youCome on and stir it up  little darlin'!Stir it up  come on  baby!Come on and stir it up  yeah!Little darlin'  stir it up! O-ohI'll push the wood (stir it  stir it  stir it together)  Then I blaze ya fire; Then I'll satisfy your heart's desire. (oh-oh-oh-oh) Said  I stir it every (stir it  stir it  stir it together)  Every minute  All you got to do  baby  (oh-oh-oh-oh) Is keep it in  eh
Bob Marley,Exodus, Exodus  Movement of Jah people  oh yeahHeaven will tell to let me tell you this Men and people will fight ya down  tell me why(When you see Jah light) Ha-ha-ha-ha-ha-haLet me tell you if you're not wrong; then  why?(Everything is alright)So we gonna walk  alrightThrough the roads of creationWe the generation  tell me why(Trod through great tribulation) Trod through great tribulation Exodus  alright  Movement of Jah peopleOh yeah  oh yeah  alrightExodus  Movement of Jah people  oh  hell  Yeah-yeah-yeah  wellUh  open your eyes (And look within)Are you satisfied? (With the life you're livin'?) UhWe know where we're goin'  uhWe know where we're fromWe're leavin' BabylonWe're goin' to our Fatherland,Exodus  Exodus  Movement of Jah people  oh yeahHeaven will tell to let me tell you this Men and people will fight ya down  tell me why(When you see Jah light) Ha-ha-ha-ha-ha-haLet me tell you if you're not wrong; then  why?(Everything is alright)So we gonna walk  alrightThrough the roads of creationWe the generation  tell me why(Trod through great tribulation) Trod through great tribulation Exodus  alright  Movement of Jah peopleOh yeah  oh yeah  alrightExodus  Movement of Jah people  oh  hell  Yeah-yeah-yeah  wellUh  open your eyes (And look within)Are you satisfied? (With the life you're livin'?) UhWe know where we're goin'  uhWe know where we're fromWe're leavin' BabylonWe're goin' to our Fatherland
Bob Marley,Get Up  Stand Up,  The Wailers Get up  stand up  stand up for your rightGet up  stand up  stand up for your rightGet up  stand up  stand up for your rightGet up  stand up  don't give up the fight Bob Marley Preacher man don't tell me heaven is under the earthI know you don't know what life is really worthIt's not all that glitter is gold andHalf the story has never been toldSo now you see the light  aayStand up for your right. Come on The Wailers and Bob Marley Get up  stand up  stand up for your rightGet up  stand up  stand up for your rightGet up  stand up  stand up for your rightGet up  stand up  don't give up the fight Bob Marley Most people think great God will come from the skyTake away everything  and make everybody feel highBut if you know what life is worthYou would look for yours on earthAnd now you see the lightYou stand up for your right  yeah,Get Up  Stand Up   The Wailers Get up  stand up  stand up for your rightGet up  stand up  stand up for your rightGet up  stand up  stand up for your rightGet up  stand up  don't give up the fight Bob Marley Preacher man don't tell me heaven is under the earthI know you don't know what life is really worthIt's not all that glitter is gold andHalf the story has never been toldSo now you see the light  aayStand up for your right. Come on The Wailers and Bob Marley Get up  stand up  stand up for your rightGet up  stand up  stand up for your rightGet up  stand up  stand up for your rightGet up  stand up  don't give up the fight Bob Marley Most people think great God will come from the skyTake away everything  and make everybody feel highBut if you know what life is worthYou would look for yours on earthAnd now you see the lightYou stand up for your right  yeah
Bob Marley,Jamming,"Ooh  yeah! All right!
Alright.
We're jammin'
(see)
I wanna jam it wid you
We're jammin'  jammin' 
And I hope you like jammin'  too
We're jammin'
To think that jammin' was a thing of the past
We're jammin' 
And I hope this jam is gonna last
We're jammin'
Jammin'
Jammin'
Jammin'
Jammin'
Now we're jammin' in the name of the Lord
We're jammin' 
Jammin'
Jammin'
Jammin'
Now we're jammin' right straight from yard
Ooh  yeah!
We're jammin'
I wanna jam it wid you
We're jammin'  jammin' 
And I hope you like jammin'  too
Jam's about my pride and truth I cannot hide
To keep you satisfied
Love that now exist  true love I can't resist 
Jam by my side. Oh  yea-ea-yeah!
We're jammin'
(see)
I wanna jam it wid you
We're jammin'  jammin' 
And I hope you like jammin'  too
We're jammin'
To think that jammin' was a thing of the past
We're jammin' 
And I hope this jam is gonna last
We're jammin'
Jammin'
Jammin'
Jammin'
Now we're jammin' in the name of the Lord
We're jammin' 
Jammin'
Jammin'
Jammin'
Now we're jammin' right straight from yard
Ooh  yeah!
We're jammin'
I wanna jam it wid you
We're jammin'  jammin' 
And I hope you like jammin'  too
We're jammin' 
Jammin'
Jammin'
Jammin'
I wanna jam it wid you
We're jammin'  jammin' 
And I hope you like jammin'  too
We're jammin' 
We're jammin' 
(see)
We're jammin' 
We're jammin' 
Oh yeah!","Jamming Ooh  yeah! All right!
Alright.
We're jammin'
(see)
I wanna jam it wid you
We're jammin'  jammin' 
And I hope you like jammin'  too
We're jammin'
To think that jammin' was a thing of the past
We're jammin' 
And I hope this jam is gonna last
We're jammin'
Jammin'
Jammin'
Jammin'
Jammin'
Now we're jammin' in the name of the Lord
We're jammin' 
Jammin'
Jammin'
Jammin'
Now we're jammin' right straight from yard
Ooh  yeah!
We're jammin'
I wanna jam it wid you
We're jammin'  jammin' 
And I hope you like jammin'  too
Jam's about my pride and truth I cannot hide
To keep you satisfied
Love that now exist  true love I can't resist 
Jam by my side. Oh  yea-ea-yeah!
We're jammin'
(see)
I wanna jam it wid you
We're jammin'  jammin' 
And I hope you like jammin'  too
We're jammin'
To think that jammin' was a thing of the past
We're jammin' 
And I hope this jam is gonna last
We're jammin'
Jammin'
Jammin'
Jammin'
Now we're jammin' in the name of the Lord
We're jammin' 
Jammin'
Jammin'
Jammin'
Now we're jammin' right straight from yard
Ooh  yeah!
We're jammin'
I wanna jam it wid you
We're jammin'  jammin' 
And I hope you like jammin'  too
We're jammin' 
Jammin'
Jammin'
Jammin'
I wanna jam it wid you
We're jammin'  jammin' 
And I hope you like jammin'  too
We're jammin' 
We're jammin' 
(see)
We're jammin' 
We're jammin' 
Oh yeah!"
Bob Marley,Iron Lion Zion, I'm on the rock and then I check a stockI have to run like a fugitive to save the life I liveI'm going to be Iron like a Lion in ZionI'm going to be Iron like a Lion in ZionIron Lion Zion  I'm on the run but I have got no gunSee they want to be the starSo they fighting tribal warAnd they saying Iron like a Lion in ZionIron like a Lion in ZionIron Lion Zion I'm on the rock  running and you runningI take a stock  running like a fugitiveI had to run like a fugitive just to save the life I liveI am going to be Iron like a Lion in ZionI am going to be Iron like a Lion in Zion  Iron Lion Zion  Iron Lion Zion  Iron Lion ZionIron like a Lion in Zion  Iron like a lion in ZionIron Like a Lion in Zion,Iron Lion Zion  I'm on the rock and then I check a stockI have to run like a fugitive to save the life I liveI'm going to be Iron like a Lion in ZionI'm going to be Iron like a Lion in ZionIron Lion Zion  I'm on the run but I have got no gunSee they want to be the starSo they fighting tribal warAnd they saying Iron like a Lion in ZionIron like a Lion in ZionIron Lion Zion I'm on the rock  running and you runningI take a stock  running like a fugitiveI had to run like a fugitive just to save the life I liveI am going to be Iron like a Lion in ZionI am going to be Iron like a Lion in Zion  Iron Lion Zion  Iron Lion Zion  Iron Lion ZionIron like a Lion in Zion  Iron like a lion in ZionIron Like a Lion in Zion
Bob Marley,Waiting in Vain,"I don't wanna wait in vain for your love
I don't wanna wait in vain for your love
From the very first time I placed my eyes on you  girl
My heart says follow through
But I know  now  that I'm way down on your line
But the waitin' feel is fine
So don't treat me like a puppet on a string
'Cause I know how to do my thing
Don't talk to me as if you think I'm dumb
I wanna know when you're gonna come
See  I don't wanna wait in vain for your love
I don't wanna wait in vain for your love
I don't wanna wait in vain for your love
'Cause if summer is here
I'm still waiting there
Winter is here
And I'm still waiting there
Like I said
It's been three years since I'm knockin' on your door
And I still can knock some more
Ooh girl  ooh girl  is it feasible?
I wanna know now  for I to knock some more
Ya see  in life I know there's lots of grief
But your love is my relief
Tears in my eyes burn  tears in my eyes burn
While I'm waiting  while I'm waiting for my turn
See!
I don't wanna wait in vain for your love
I don't wanna wait in vain for your love
I don't wanna wait in vain for your love
I don't wanna wait in vain for your love
I don't wanna wait in vain for your love  oh!
I don't wanna  I don't wanna  I don't wanna  I don't wanna
I don't wanna wait in vain  no
I don't wanna  I don't wanna  I don't wanna  I don't wanna
I don't wanna wait in vain  no
I don't wanna  I don't wanna  I don't wanna  I don't wanna
I don't wanna wait in vain
No no no  I  no I (I don't wanna wait in vain)
It's your love that I'm waiting on
It's my love that you're running from
It's your love that I'm waiting on
It's my love that you're running from","Waiting in Vain I don't wanna wait in vain for your love
I don't wanna wait in vain for your love
From the very first time I placed my eyes on you  girl
My heart says follow through
But I know  now  that I'm way down on your line
But the waitin' feel is fine
So don't treat me like a puppet on a string
'Cause I know how to do my thing
Don't talk to me as if you think I'm dumb
I wanna know when you're gonna come
See  I don't wanna wait in vain for your love
I don't wanna wait in vain for your love
I don't wanna wait in vain for your love
'Cause if summer is here
I'm still waiting there
Winter is here
And I'm still waiting there
Like I said
It's been three years since I'm knockin' on your door
And I still can knock some more
Ooh girl  ooh girl  is it feasible?
I wanna know now  for I to knock some more
Ya see  in life I know there's lots of grief
But your love is my relief
Tears in my eyes burn  tears in my eyes burn
While I'm waiting  while I'm waiting for my turn
See!
I don't wanna wait in vain for your love
I don't wanna wait in vain for your love
I don't wanna wait in vain for your love
I don't wanna wait in vain for your love
I don't wanna wait in vain for your love  oh!
I don't wanna  I don't wanna  I don't wanna  I don't wanna
I don't wanna wait in vain  no
I don't wanna  I don't wanna  I don't wanna  I don't wanna
I don't wanna wait in vain  no
I don't wanna  I don't wanna  I don't wanna  I don't wanna
I don't wanna wait in vain
No no no  I  no I (I don't wanna wait in vain)
It's your love that I'm waiting on
It's my love that you're running from
It's your love that I'm waiting on
It's my love that you're running from"
Bob Marley,So Much Trouble in the World, So much trouble in the worldSo much trouble in the world Bless my eyes this morningJah sun is on the rise once againThe way earthly thing's are goingAnything can happenYou see men sailing on their ego tripBlast off on their spaceshipMillion miles from realityNo care for you  no care for me  So much trouble in the world;So much trouble in the worldAll you got to do give a little (give a little)Give a little (give a little)  give a little (give a little)!One more time  ye-ah! (give a little) Ye-ah! (give a little)Ye-ah! (give a little) Yeah!  So you think you've found the solutionBut it's just another illusion!(So before you check out this tide)Don't leave another cornerstoneStanding there behind  eh-eh-eh-eh!We've got to face the day(Ooh) Ooh-wee  come what mayWe the street people talkingYeah  we the people struggling,So Much Trouble in the World  So much trouble in the worldSo much trouble in the world Bless my eyes this morningJah sun is on the rise once againThe way earthly thing's are goingAnything can happenYou see men sailing on their ego tripBlast off on their spaceshipMillion miles from realityNo care for you  no care for me  So much trouble in the world;So much trouble in the worldAll you got to do give a little (give a little)Give a little (give a little)  give a little (give a little)!One more time  ye-ah! (give a little) Ye-ah! (give a little)Ye-ah! (give a little) Yeah!  So you think you've found the solutionBut it's just another illusion!(So before you check out this tide)Don't leave another cornerstoneStanding there behind  eh-eh-eh-eh!We've got to face the day(Ooh) Ooh-wee  come what mayWe the street people talkingYeah  we the people struggling
Bob Marley,Lively Up Yourself, WoooOhOh  yeahOh  yeah You're gonna lively up yourself (Lively up yourself)And don't be no dragYou lively up yourself (Lively up yourself)Oh  reggae is another bagYou lively up yourself (Lively up yourself)And don't say NoYou're gonna lively up yourself (Lively up yourself)˜Cause I said so  Do what you gon' doYou rock so  you rock so (You rock so  you rock so)Like you never did before  yeahYou dip so  you dip so (You dip so  you dip so)Dip through my doorYou come so  you come so (You come so  you come so)Oh  yeahYou skank so  you skank so (You skank so  you skank so)Be alive today,Lively Up Yourself  WoooOhOh  yeahOh  yeah You're gonna lively up yourself (Lively up yourself)And don't be no dragYou lively up yourself (Lively up yourself)Oh  reggae is another bagYou lively up yourself (Lively up yourself)And don't say NoYou're gonna lively up yourself (Lively up yourself)˜Cause I said so  Do what you gon' doYou rock so  you rock so (You rock so  you rock so)Like you never did before  yeahYou dip so  you dip so (You dip so  you dip so)Dip through my doorYou come so  you come so (You come so  you come so)Oh  yeahYou skank so  you skank so (You skank so  you skank so)Be alive today
Bob Marley,Kinky Reggae, Uh  ah-oh-oh! I went downtown  (I went downtown)I saw Miss Brown; (Said  I saw Miss Brown)She had brown sugar (Had brown sugar)All over her booga-wooga (Over her booga-wooga)I think I might join the fun  (I might join the fun)But I had to hit and run (Had to hit and run)See I just can't settle down (Just can't settle down)In a kinky part of townRide onDon't you know I've got to (Ride on)  oh babyRide on; see I just can't settle down (Ride on)Oh  I'm a leaving town (Kinky reggae)  Kinky reggae  take me away! (Kinky reggae  now) Kinky reggae  now!Oh  kinky reggae; all I've got to say  kinky reggae  now!Kinky reggae  oh baby! Kinky reggae  now!It's got to be kinky reggae (Keep it up) Kinky reggae  now!An' I would say ride on  ride on  ride on (Ride on)!Oh  ride on  baby!Ride on  come on  woo-o-o! (Ride on) Wo-now! Eh!  I went down to Piccadilly Circus; (Ooh-ooh-ooh)Down there I saw Marcus (Oo-oo-oo-ooh)He had a candy tar (Ooh-ooh-ooh)All over his chocolate bar (Oo-oo-oo-ooh),Kinky Reggae  Uh  ah-oh-oh! I went downtown  (I went downtown)I saw Miss Brown; (Said  I saw Miss Brown)She had brown sugar (Had brown sugar)All over her booga-wooga (Over her booga-wooga)I think I might join the fun  (I might join the fun)But I had to hit and run (Had to hit and run)See I just can't settle down (Just can't settle down)In a kinky part of townRide onDon't you know I've got to (Ride on)  oh babyRide on; see I just can't settle down (Ride on)Oh  I'm a leaving town (Kinky reggae)  Kinky reggae  take me away! (Kinky reggae  now) Kinky reggae  now!Oh  kinky reggae; all I've got to say  kinky reggae  now!Kinky reggae  oh baby! Kinky reggae  now!It's got to be kinky reggae (Keep it up) Kinky reggae  now!An' I would say ride on  ride on  ride on (Ride on)!Oh  ride on  baby!Ride on  come on  woo-o-o! (Ride on) Wo-now! Eh!  I went down to Piccadilly Circus; (Ooh-ooh-ooh)Down there I saw Marcus (Oo-oo-oo-ooh)He had a candy tar (Ooh-ooh-ooh)All over his chocolate bar (Oo-oo-oo-ooh)
Bob Marley,Them Belly Full (But We Hungry), Them belly full  but we hungryA hungry mob is a angry mobA rain a fall  but the dutty toughA yut a yook but yood nah nuffYou're going to dance to Jah music  danceWe're going to dance to Jah music  dance  oh-ooh Forget your troubles and danceForget your sorrows and danceForget your sickness and danceForget your weakness and danceCost of living gets so highRich and poor they start to cryNow the weak must get strongThey say  Oh  what a tribulation Them belly full  but we hungryA hungry mob is a angry mobA rain a fall  but the dirt it toughA pot a cook but the food nah nuffYou're going to dance to Jah music  danceWe're going to dance to Jah music  dance  oh-ooh,Them Belly Full (But We Hungry)  Them belly full  but we hungryA hungry mob is a angry mobA rain a fall  but the dutty toughA yut a yook but yood nah nuffYou're going to dance to Jah music  danceWe're going to dance to Jah music  dance  oh-ooh Forget your troubles and danceForget your sorrows and danceForget your sickness and danceForget your weakness and danceCost of living gets so highRich and poor they start to cryNow the weak must get strongThey say  Oh  what a tribulation Them belly full  but we hungryA hungry mob is a angry mobA rain a fall  but the dirt it toughA pot a cook but the food nah nuffYou're going to dance to Jah music  danceWe're going to dance to Jah music  dance  oh-ooh
Bob Marley,Africa Unite, Ziya-po ya-ya  pa-pa-ya-pa!Ti-da-lee  na po-po pu-du-loo!Ste-na-peh na-na po po-ro po!Africa uniteBecause we're moving right out of BabylonAnd we're going to our Father's land  yea-ea How good and how pleasant it would be  before God and man  yea-eah!To see the unification of all Africans  yeah!As it's been said already  let it be done  yeah!We are the children of the RastamanWe are the children of the Iyaman  So-o  Africa uniteBecause the children (Africa unite) want to come home. Yea-ea-eah!Africa uniteBecause we're moving right out of Babylon  yeahAnd we're grooving to our Father's land  yea-eaHow good and how pleasant it would be before God and manTo see the unification of all Rastaman  yeahAs it's been said a'ready  let it be done! hmmI tell you who we are under the sunWe are the children of the RastamanWe are the children of the Iyaman,Africa Unite  Ziya-po ya-ya  pa-pa-ya-pa!Ti-da-lee  na po-po pu-du-loo!Ste-na-peh na-na po po-ro po!Africa uniteBecause we're moving right out of BabylonAnd we're going to our Father's land  yea-ea How good and how pleasant it would be  before God and man  yea-eah!To see the unification of all Africans  yeah!As it's been said already  let it be done  yeah!We are the children of the RastamanWe are the children of the Iyaman  So-o  Africa uniteBecause the children (Africa unite) want to come home. Yea-ea-eah!Africa uniteBecause we're moving right out of Babylon  yeahAnd we're grooving to our Father's land  yea-eaHow good and how pleasant it would be before God and manTo see the unification of all Rastaman  yeahAs it's been said a'ready  let it be done! hmmI tell you who we are under the sunWe are the children of the RastamanWe are the children of the Iyaman
